Manual_guild_change,Kingdom,Phylum,Class,Order,Family,Genus,Guild
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Calyptrozyma,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Stromatinia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Bloxamiaceae,Bloxamia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Populomyces,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Gemmina,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Toxicocladosporium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Ceraceomyces,Unassigned
NA,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Peltaster,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Sampaiozyma,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Vararia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helicodendron,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Rhamphoria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Cordana,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Nakataea,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Hysterium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Vertexicola,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Microcyclospora,Unassigned
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sporidesmium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Eichleriella,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindromonium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Zygophiala,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Davidhawksworthia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Subulispora,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Phlogicylindriaceae,Phlogicylindrium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cylindriaceae,Cylindrium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Polyscytalum,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Fimetariella,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Heterosphaeria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Unassigned
NA,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Myxocephala,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sesquicillium,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Thyridiales,Thyridiaceae,Thyridium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Nothodactylariaceae,Nothodactylaria,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Protomerulius,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zasmidium,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pyrenopeziza,Unassigned
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Gryganskiella,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Kriegeriaceae,Yamadamyces,Unassigned
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraploa,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Calycellina,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Varicosporellopsis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Unassigned
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Eremomycetaceae,Arthrographis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Enterocarpus,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Sympodiella,Unassigned
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Berkleasmium,Unassigned
NA,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Helicogloea,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Catenulostroma,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Unassigned
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Terramycetaceae,Terramyces,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Extremaceae,Incertomyces,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Goffeauzyma,Unassigned
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Capnobotryella,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Constantinomyces,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Neocatenulostroma,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Curvibasidium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Lapidomyces,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerelloides,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Leptoxyphium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Cylindrosympodiaceae,Cylindrosympodium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Basidiodendron,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Furcasterigmium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Pseudotaeniolina,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Ciboria,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Colpoma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Unassigned
NA,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Halosarpheia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Xenodevriesiaceae,Xenodevriesia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Amorocoelophoma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Devriesia,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Oncopodiella,Unassigned
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Shrungabeeja,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Podonectriaceae,Podonectria,Unassigned
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Buckleyzymaceae,Buckleyzyma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Xenoteratosphaeria,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Paramycosphaerella,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Rosettozymales,Rosettozymaceae,Rosettozyma,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Carlosrosaea,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycodiella,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Hysterobrevium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Chordomyces,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Leptobacillium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Atrocalyx,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Acrospermum,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Uredinophila,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Naviculisporaceae,Pseudorhypophila,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Penicillifer,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Unassigned
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Pseudoleucosporidium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Endophoma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Camposporium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Stachylidium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Genolevuria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Rhizodiscina,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Acrocalymmaceae,Acrocalymma,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Monochaetia,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Immersiella,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcaceae,Sclerococcum,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Mycoarthris,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Unassigned
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Anthopsis,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Skvortzoviella,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Microascales,Graphiaceae,Graphium,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Hypoderma,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudotrichia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Venustampulla,Unassigned
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Microsporomycetaceae,Lichenozyma,Unassigned
NA,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Opegrapha,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Connersia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Pleuroascus,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,Unassigned
NA,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Ballistosporomyces,Unassigned
NA,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Unassigned
NA,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Dictyochaeta,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Sugitazyma,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Bulleribasidium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Coronicium,Unassigned
NA,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Cerinomycetaceae,Cerinomyces,Unassigned
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Teunomyces,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,Tremellodendropsidales_fam_Incertae_sedis,Tremellodendropsidales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Tylosporaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiales_fam_Incertae_sedis,Leucosporidiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulinaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryales_fam_Incertae_sedis,Microbotryales_gen_Incertae_sedis,Unidentified
NA,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberales_fam_Incertae_sedis,Ramicandelaberales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Amplistromataceae,Amplistromataceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Unidentified,Unidentified
NA,Fungi,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Unidentified,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonales_fam_Incertae_sedis,Endogonales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbiliaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hebelomataceae,Hebelomataceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Dothideomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Porotheleaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_fam_Incertae_sedis,Sporidiobolales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_fam_Incertae_sedis,Trechisporales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycenaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Unidentified,Unidentified
