Manual_guild_change,Kingdom,Phylum,Class,Order,Family,Genus,Guild
NA,Fungi,Mucoromycota,Endogonomycetes,GS21,GS21_fam_Incertae_sedis,GS21_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pulvinulaceae,Pulvinulaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Tympanidaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,GS35,GS35_ord_Incertae_sedis,GS35_ord_Incertae_sedis_fam_Incertae_sedis,GS35_ord_Incertae_sedis_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiales_fam_Incertae_sedis,Mytilinidiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Orbiliales_gen_Incertae_sedis,Unidentified
NA,Fungi,Olpidiomycota,GS18,GS18_ord_Incertae_sedis,GS18_ord_Incertae_sedis_fam_Incertae_sedis,GS18_ord_Incertae_sedis_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS04,GS04_fam_Incertae_sedis,GS04_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Neocallimastigomycota,Neocallimastigomycota_cls_Incertae_sedis,Neocallimastigomycota_ord_Incertae_sedis,Neocallimastigomycota_fam_Incertae_sedis,Neocallimastigomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Hymenochaetales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Unidentified,Unidentified
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Unidentified,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Unidentified,Unidentified
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Unidentified,Unidentified
NA,Fungi,Kickxellomycota,GS19,GS19_ord_Incertae_sedis,GS19_fam_Incertae_sedis,GS19_gen_Incertae_sedis,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,GS22,GS22_fam_Incertae_sedis,GS22_gen_Incertae_sedis,Unidentified
NA,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellales_fam_Incertae_sedis,Kickxellales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiales_fam_Incertae_sedis,Venturiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiales_fam_Incertae_sedis,Corticiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogonaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephorales_fam_Incertae_sedis,Thelephorales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Cantharellales_gen_Incertae_sedis,Unidentified
NA,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Unidentified,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Orbiliomycetes,GS33,GS33_fam_Incertae_sedis,GS33_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Cyphellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,Chytridiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiomycetes_ord_Incertae_sedis,Tritirachiomycetes_fam_Incertae_sedis,Tritirachiomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordycipitaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozymaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Onygenales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,Pyxidiophorales_fam_Incertae_sedis,Pyxidiophorales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Polyporales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Synchytriomycetes,Synchytriales,Synchytriales_fam_Incertae_sedis,Synchytriales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Unidentified,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,Branch03,Branch03_fam_Incertae_sedis,Branch03_gen_Incertae_sedis,Unidentified
NA,Fungi,Aphelidiomycota,Aphelidiomycota_cls_Incertae_sedis,Aphelidiomycota_ord_Incertae_sedis,Aphelidiomycota_fam_Incertae_sedis,Aphelidiomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Olpidiomycota,GS18,GS18_ord_Incertae_sedis,GS18_fam_Incertae_sedis,GS18_gen_Incertae_sedis,Unidentified
NA,Fungi,Entorrhizomycota,Entorrhizomycota_cls_Incertae_sedis,Entorrhizomycota_ord_Incertae_sedis,Entorrhizomycota_fam_Incertae_sedis,Entorrhizomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriales_fam_Incertae_sedis,Amphisphaeriales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,GS14,GS14_ord_Incertae_sedis,GS14_fam_Incertae_sedis,GS14_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Dothideales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Unidentified,Unidentified
NA,Fungi,Mortierellomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophoraceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Unidentified,Unidentified,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiomycetes_ord_Incertae_sedis,Exobasidiomycetes_fam_Incertae_sedis,Exobasidiomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Meruliaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Cladochytriomycetes,Cladochytriales,Cladochytriales_fam_Incertae_sedis,Cladochytriales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Unidentified,Unidentified
NA,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalidaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS10,GS10_fam_Incertae_sedis,GS10_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Sympoventuriaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporales_fam_Incertae_sedis,Acarosporales_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Protrudomycetaceae,Protrudomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastrales_fam_Incertae_sedis,Geastrales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Sordariomycetidae_ord_Incertae_sedis,Rhamphoriaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Punctulariaceae,Punctulariaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotiniaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Atractosporales_fam_Incertae_sedis,Atractosporales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthales_fam_Incertae_sedis,Diaporthales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Ploettnerulaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Diaporthomycetidae_ord_Incertae_sedis,Barbatosphaeriaceae,Barbatosphaeriaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Kickxellomycota,GS19,GS19_ord_Incertae_sedis,GS19_ord_Incertae_sedis_fam_Incertae_sedis,GS19_ord_Incertae_sedis_gen_Incertae_sedis,Unidentified
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellales_fam_Incertae_sedis,Mortierellales_gen_Incertae_sedis,Unidentified
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulales_fam_Incertae_sedis,Russulales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiomycetes_ord_Incertae_sedis,Rhizophydiomycetes_fam_Incertae_sedis,Rhizophydiomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermateaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,Pyxidiophoraceae,Pyxidiophoraceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Entomophthorales_fam_Incertae_sedis,Entomophthorales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliales_fam_Incertae_sedis,Atheliales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales_fam_Incertae_sedis,Sebacinales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Stephanosporaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Mucoromycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Calcarisporiellomycota,Calcarisporiellomycetes,Calcarisporiellales,Calcarisporiellaceae,Unidentified,Unidentified
NA,Fungi,Mortierellomycota,Mortierellomycota_cls_Incertae_sedis,Mortierellomycota_ord_Incertae_sedis,Mortierellomycota_fam_Incertae_sedis,Mortierellomycota_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Kickxellomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomatales_fam_Incertae_sedis,Entylomatales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Discinellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Xylariales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Halomycetaceae,Halomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsidaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Exobasidiomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniomycetes_ord_Incertae_sedis,Laboulbeniomycetes_fam_Incertae_sedis,Laboulbeniomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrinaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Microbotryomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Atractosporaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Hamatocanthoscyphaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Archaeorhizomycetes,GS31,GS31_fam_Incertae_sedis,GS31_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Helminthosphaeriaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malasseziaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Unidentified,Unidentified
NA,Fungi,Olpidiomycota,GS17,GS17_ord_Incertae_sedis,GS17_fam_Incertae_sedis,GS17_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeales_fam_Incertae_sedis,Platygloeales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozymaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,GS36,GS36_fam_Incertae_sedis,GS36_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Distoseptisporales,Distoseptisporaceae,Distoseptisporaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeriaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetes_ord_Incertae_sedis,Archaeorhizomycetes_fam_Incertae_sedis,Archaeorhizomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Annulatascales,Annulatascales_fam_Incertae_sedis,Annulatascales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,GS16_fam_Incertae_sedis,GS16_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Unidentified,Unidentified
NA,Fungi,Blastocladiomycota,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Blastocladiomycota,Physodermatomycetes,Physodermatales,Paraphysodermataceae,Paraphysodermataceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariales_fam_Incertae_sedis,Umbilicariales_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS05,GS05_fam_Incertae_sedis,GS05_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Phaeothecales,Phaeothecaceae,Phaeothecaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Pleomassariaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Unidentified,Unidentified
NA,Fungi,Aphelidiomycota,Aphelidiomycetes,Aphelidiomycetes_ord_Incertae_sedis,Aphelidiomycetes_fam_Incertae_sedis,Aphelidiomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcales_fam_Incertae_sedis,Sclerococcales_gen_Incertae_sedis,Unidentified
