	SuperKingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
X_2268	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2269	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Unidentified_Diversispora
X_2270	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2272	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2274	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2276	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2279	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2280	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2282	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2284	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_nothomixtilis
X_2285	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2286	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2288	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Unidentified_Diversispora
X_2292	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2293	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_albidum
X_2294	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2299	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2303	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2306	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2308	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2309	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2315	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2316	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2317	Eukaryota	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Unidentified_Retiarius
X_2318	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2319	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Unidentified_Didymellaceae	Unidentified_Didymellaceae
X_2320	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2321	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2323	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans
X_2324	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2325	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Unidentified_Aureobasidium
X_2326	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Unidentified_Polyporales	Unidentified_Polyporales	Unidentified_Polyporales
X_2327	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Unidentified_Taphrina
X_2328	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2329	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2330	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2332	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Unidentified_Mycena
X_2342	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_muscaria
X_2344	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Unidentified_Glycine
X_2350	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2358	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Unidentified_Xylariales	Unidentified_Xylariales	Unidentified_Xylariales
X_2363	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Unidentified_Sebacinales	Unidentified_Sebacinales	Unidentified_Sebacinales
X_2366	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2367	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2369	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2371	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago_canadensis
X_2375	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Unidentified_Tomentella
X_2377	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2379	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2385	Eukaryota	Fungi	Basidiomycota	Unidentified_Basidiomycota	Unidentified_Basidiomycota	Unidentified_Basidiomycota	Unidentified_Basidiomycota	Unidentified_Basidiomycota
X_2387	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2390	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2393	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2397	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2399	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2400	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Unidentified_Glomeraceae	Unidentified_Glomeraceae
X_2407	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2409	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2412	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2413	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2421	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2424	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2429	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2431	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2435	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2439	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2442	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2444	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2445	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2447	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus	Pratylenchus_loosi
X_2457	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2462	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Unidentified_Amanita
X_2463	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_2470	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Lapidomyces	Unidentified_Lapidomyces
X_2473	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2481	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Unidentified_Beauveria
X_1735	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2281	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2313	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2182	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0274	Eukaryota	Fungi	Ascomycota	Dothideomycetes	any_Order_of_Dothideomycetes	Gloniaceae	Cenococcum	Unidentified_Cenococcum
X_0448	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0628	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0838	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0942	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0976	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1685	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2165	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0779	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1422	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales
X_1603	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1813	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2188	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Myrmecia	Myrmecia_israelensis
X_2178	Eukaryota	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Unidentified_Archaeorhizomyces
X_0722	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1020	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2362	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1873	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1985	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0362	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2396	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2434	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2181	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Unidentified_Betula
X_1359	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1702	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1498	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2403	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2416	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1451	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1662	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1067	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_asperellum
X_1737	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Unidentified_Trichoderma
X_1951	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Unidentified_Ilyonectria
X_0439	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Unidentified_Sordariomycetes	Unidentified_Sordariomycetes	Unidentified_Sordariomycetes	Unidentified_Sordariomycetes
X_1739	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unidentified_Nectriaceae	Unidentified_Nectriaceae
X_1291	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Unidentified_Trichoderma
X_2202	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Unidentified_Dactylonectria
X_1753	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2212	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1413	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Unidentified_Phialemonium
X_1047	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1211	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_1258	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyphodiscaceae	Glutinomyces	Unidentified_Glutinomyces
X_1569	Eukaryota	Fungi	Ascomycota	Leotiomycetes	any_Order_of_Leotiomycetes	any_Family_of_Leotiomycetes	Leohumicola	Unidentified_Leohumicola
X_2011	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0080	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_0783	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyphodiscaceae	Glutinomyces	Glutinomyces_brunneus
X_1070	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_0233	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_0438	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0488	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_0499	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0626	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_0729	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes
X_0953	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1678	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_sphaeroides
X_1978	Eukaryota	Fungi	Ascomycota	Leotiomycetes	any_Order_of_Leotiomycetes	Myxotrichaceae	Oidiodendron	Oidiodendron_maius
X_2039	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2291	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_0152	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_0160	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	Unidentified_Cenangiaceae	Unidentified_Cenangiaceae
X_0276	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_0372	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_0919	Eukaryota	Fungi	Ascomycota	Leotiomycetes	any_Order_of_Leotiomycetes	Myxotrichaceae	Oidiodendron	Unidentified_Oidiodendron
X_1076	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1431	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	any_Family_of_Helotiales	Polyphilus	Unidentified_Polyphilus
X_1549	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_1553	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Alatospora	Unidentified_Alatospora
X_1567	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes	Unidentified_Leotiomycetes
X_1744	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Unidentified_Leotiaceae	Unidentified_Leotiaceae
X_2003	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnum	Unidentified_Lachnum
X_2251	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unidentified_Helotiales	Unidentified_Helotiales	Unidentified_Helotiales
X_0253	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0327	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_0421	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0693	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0907	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnum	Unidentified_Lachnum
X_1049	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Unidentified_Leotiaceae	Unidentified_Leotiaceae
X_1261	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0705	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	any_Family_of_Helotiales	Roesleria	Roesleria_subterranea
X_0891	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Unidentified_Hyaloscypha
X_1210	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1593	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_0707	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2465	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Unidentified_Fagaceae	Unidentified_Fagaceae
X_0582	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Unidentified_Anacardiaceae	Unidentified_Anacardiaceae
X_0985	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Unidentified_Rhododendron
X_0954	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Unidentified_Magnoliopsida	Unidentified_Magnoliopsida	Unidentified_Magnoliopsida	Unidentified_Magnoliopsida
