"","ID","target","site","sample_type","sampling","plant","site2","x","y","y_m","x_m"
"NP24_039","NP24_039","plant","109","root","root","Unidentified","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_040","NP24_040","plant","109","root","root","Toxicodendron","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_044","NP24_044","plant","109","root","root","Vitis","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_048","NP24_048","plant","109","root","root","Toxicodendron","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_050","NP24_050","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_051","NP24_051","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_054","NP24_054","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_055","NP24_055","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_056","NP24_056","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_059","NP24_059","plant","110","root","root","Unidentified","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_061","NP24_061","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_062","NP24_062","plant","110","root","root","Acer","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_063","NP24_063","plant","110","root","root","Unidentified","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_064","NP24_064","plant","110","root","root","Pinus","p110",36.52211,138.34968,-132875.417,58953.529
"NP24_065","NP24_065","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_067","NP24_067","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_068","NP24_068","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_069","NP24_069","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_070","NP24_070","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_071","NP24_071","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_072","NP24_072","plant","111","root","root","Betula","p111",36.52176,138.34925,-132914.529,58915.284
"NP24_073","NP24_073","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_074","NP24_074","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_077","NP24_077","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_078","NP24_078","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_083","NP24_083","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_084","NP24_084","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_085","NP24_085","plant","112","root","root","Betula","p112",36.52185,138.34921,-132917.958,58925.326
"NP24_089","NP24_089","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_090","NP24_090","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_091","NP24_091","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_092","NP24_092","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_093","NP24_093","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_094","NP24_094","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_095","NP24_095","plant","114","root","root","Betula","p114",36.52183,138.34879,-132955.61,58923.687
"NP24_096","NP24_096","plant","114","root","root","Unidentified","p114",36.52183,138.34879,-132955.61,58923.687
"NP25_001","NP25_001","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_003","NP25_003","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_004","NP25_004","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_007","NP25_007","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_008","NP25_008","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_010","NP25_010","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_011","NP25_011","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_012","NP25_012","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_013","NP25_013","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_014","NP25_014","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_015","NP25_015","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_016","NP25_016","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_017","NP25_017","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_018","NP25_018","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_019","NP25_019","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_020","NP25_020","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_021","NP25_021","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_022","NP25_022","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_023","NP25_023","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_024","NP25_024","plant","115","root","root","Betula","p115",36.52178,138.34864,-132969.13,58918.346
"NP25_025","NP25_025","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_026","NP25_026","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_027","NP25_027","plant","116","root","root","Unidentified","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_028","NP25_028","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_029","NP25_029","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_030","NP25_030","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_031","NP25_031","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_032","NP25_032","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_033","NP25_033","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_034","NP25_034","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_035","NP25_035","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_036","NP25_036","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_037","NP25_037","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_038","NP25_038","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_039","NP25_039","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_040","NP25_040","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_041","NP25_041","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_042","NP25_042","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_043","NP25_043","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_044","NP25_044","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_045","NP25_045","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_046","NP25_046","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_047","NP25_047","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_048","NP25_048","plant","116","root","root","Juglans","p116",36.52183,138.34855,-132977.105,58924.019
"NP25_050","NP25_050","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_051","NP25_051","plant","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_052","NP25_052","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_053","NP25_053","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_054","NP25_054","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_055","NP25_055","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_059","NP25_059","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_060","NP25_060","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_061","NP25_061","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_062","NP25_062","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_063","NP25_063","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_064","NP25_064","plant","117","root","root","Betula","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_065","NP25_065","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_066","NP25_066","plant","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_067","NP25_067","plant","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_069","NP25_069","plant","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_070","NP25_070","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_071","NP25_071","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_072","NP25_072","plant","117","root","root","Pinus","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_073","NP25_073","plant","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_074","NP25_074","plant","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_075","NP25_075","plant","117","root","root","Unidentified","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_077","NP25_077","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_078","NP25_078","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_079","NP25_079","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_080","NP25_080","plant","117","root","root","Picea","p117",36.52191,138.34849,-132982.342,58932.979
"NP25_081","NP25_081","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_084","NP25_084","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_085","NP25_085","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_088","NP25_088","plant","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_089","NP25_089","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_090","NP25_090","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_091","NP25_091","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_092","NP25_092","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_093","NP25_093","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_094","NP25_094","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_095","NP25_095","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP25_096","NP25_096","plant","118","root","root","Picea","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_002","NP26_002","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_004","NP26_004","plant","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_005","NP26_005","plant","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_007","NP26_007","plant","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_008","NP26_008","plant","118","root","root","Pinus","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_009","NP26_009","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_010","NP26_010","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_011","NP26_011","plant","118","root","root","Malus","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_012","NP26_012","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_013","NP26_013","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_014","NP26_014","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_015","NP26_015","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_016","NP26_016","plant","118","root","root","Acer","p118",36.52196,138.34837,-132993.005,58938.693
"NP26_017","NP26_017","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_018","NP26_018","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_019","NP26_019","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_020","NP26_020","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_021","NP26_021","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_022","NP26_022","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_023","NP26_023","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_024","NP26_024","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_026","NP26_026","plant","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_027","NP26_027","plant","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_029","NP26_029","plant","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_030","NP26_030","plant","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_031","NP26_031","plant","119","root","root","Betula","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_033","NP26_033","plant","119","root","root","Unidentified","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_034","NP26_034","plant","119","root","root","Acer","p119",36.52215,138.34864,-132968.497,58959.404
"NP26_035","NP26_035","plant","119","root","root","Pinus","p119",36.52215,138.34864,-132968.497,58959.404
